hatespeech,subtype,text
1,1,"Ujeti Črnogorec vpraša Bosanca:
-Kam nas peljejo Nemci?
-Ustrelili nas bodo.
-Še dobro, sem se že ustrašil, da na prisilno delo."
1,1,"@NeMaramButlov @Nova24TV @tfajon takoj orožje v roke migrantom.
Ampak samo ilegalnim!
Lp"
0,0,"@SodjaMitja @Matej_Klaric Žal so, ampak po mojem se ne bi smeli spuščati na take nivoje. Ampak ne bom pametna, ker to ni moje področje 🙄"
1,3,"@motobrane Ja, pr'mej duš, no...krucefiks hudičev...! To babše pa še usak mesec plačujem...!?! 🙄"
0,0,"@ZalaZZA Saj je bila samo šala ... ampaaak, je tudi malo resnice tu. Autotune ne velja : P"
1,2,"@BojanPozar @sarecmarjan @strankalevica Je pa v Levici napredek,»trčeni dohtar«začel oblačiti LGBT oblačila(roza)❗️"
0,0,"@FranciKek Latvijci si ziher pojejo:
Na basket me pust, na basket me pust, lubca moja draga.
Ker fusbal nam glih nea preveč gre."
1,1,"@slovenskipanter Tem domoljubom je potrebno pomagati, da se vrnejo v Slovenijo, ne pa da nas  okupirajo Srbi, Bosanci in Šiptarji."
1,3,"@vinkovasle1 Res je babnica tezka baraba. Sploh ne źehta denarja. Kaj pa ubogi teroristi, ki nimajo biznisa zaradi nje???"
1,3,"75% fotrov v zivljenju ni previo otroka, da bi moral zanj skrbet 1 meaec je hujsa nocna mora kot DDV in penzijska ref skupaj"
0,0,"Vzklikanje 'maribor, maribor' sredi ljubljane. Nekoč nepredstavljivo ... #ljprotesti #gotofje #fertikje"
0,0,"Kak nej clovk v miru plava, k ga hocjo ribe pojest...ena se zapicla v znamenje in mi ga skoraj odscipnila😠😬😂"
1,1,@SolzenjicinH @FranciKek Baje se bodo zdaj vsi Bosanci z Đurotom na čelu vrnili v domovino. Eureka
1,4,"@lucijausaj Dobite vi tra la la, ko bodo začeli natikati črne žaklje na vaše ženske. Poglejte si malo twitte iz Skandinavije."
0,0,@karfjolca @zaslovenijo2 Ok v Snovik ne gremo več. Tam ko si cunje perejo v bazenu se ne mislim kopat. #snovik buuuuuu 💩
1,2,Groza. Pederajsi povsod se v izložbi. Če si hetero si že malo čudak al kako? To nas ta goveda hočejo prepricat https://t.co/eHiQYIzlpO
1,3,"@MissPiggy2373 Tud mene. Rečte da sem starec, ampak če mama ne nauči hčerke kuhat pa tut kurac."
1,3,"@tradicijaslo @IvanKrzisnik za soyboyse pa ženske je premrzlo, 10C je že izven comfort zone"
0,0,"Tuji mediji na križ pribili Janšo, ta vsakemu posebej odgovarja v svojem slogu https://t.co/g4vKuFkApz"
1,1,"@DamirCrncec Infiltracija ljudi z drugačnimi ""neevropskimi"" pogledi na svet v evropske politične, varnostne, sodstvene sisteme!"
1,4,@karfjolca Drugo ime za musliče je kanonfuter. Vprašanje je samo kdo pritiska na sprožilce v ozadju.
1,1,"Če bi bila srbohrvaščina tuji jezik bi znal enga, ampak v SLO je čifurščina domač jezik https://t.co/Zh3ES8o0SU"
0,0,@JKranjcan @DobraDrzava @had Ampak Kris ni ranjen! Je pa falkon najbrž spet na servisu. Skupej s policijskim čolnom iz piranskega zaliva.
0,0,"@protislovje Ne more se sam poimenovati, mediji ga morajo. Lahko pa pušča drobne namige, na primer pest alg."
1,1,@LeskovecNot @BesenKotPes Samo to je resnica ni smešno in ni to edino mesto Šiptarko . Zdaj so pa sploh krila dobil ko majo še PV svojga.
0,0,Eden pomembnih zakljuckov: krepiti mentorstvo in medgeneracijsko sodelovanje #SLOdelujem
0,0,"Naša nova objava je: Rojaplast vrtna gugalnica De Luxe, bež https://t.co/BDwj1C2SY7"
1,1,@LajnarEU @mcanzutti @vinkovasle1 @NovicaMihajlo @petrasovdat Poznamo trenirkarje in trenirkarje. Vsak Balkanec tudi ni čefur.
0,0,"S prenosom sodniških perogativov na tožilstvo v delokrog tretjeveje oblasti, smo dejansko dosegli,da je organ represije postalo tudi sodišče"
1,1,"@Pertinacal vezilja mojškra šivilja je že poklicala cigota, da ji nabrusi šivanko in škarje...."
1,3,Moški imamo možnost izbirati med ženskami in kurami. Za wilkomerje ste kure čist fejst. https://t.co/7YPxxyVdEf
1,4,"@strankaSD @tfajon Izdajalci! Trošite denar za muslimanske teroriste, Slovenci pa umirajo na obroke."
1,4,Islamiski terorizem vzrok za kar 91 odstotkov žrtev terorizma v Evropi https://t.co/5AYbazMUZt
1,1,@SuzanaLovec Prepiranje s sosedi je samo dimna bomba pod katero nam vlečejo nove slovence z že pozabljenimi boleznimi iz daljnih dežel.
1,1,"novica je, še vedno, zakaj so črnuhi tobačno prodali https://t.co/MQmAxQDDME"
0,0,"V novodobnem izrazoslovju pomeni ""konkurenčnost"" licenca za najmočnejše, da nekaznovano masakrirajo najšibkejše."
1,1,"@ciro_ciril Čujti  balkaneze, v tvojih balkanskih šprahah pa ne bomo. Spizdi na balkan od kod si prišel."
1,1,"@Miha84304756 @MetkaSmole Zato, ker so Romi samo, ko so nad zemljo, pod zemljo so še zmeraj cigani."
1,1,"@BmMehle Pojdi v Haag in razloži sodnikom, da sta Mladić in Karađić pobijala izdajalce https://t.co/r0IXUduwwV"
0,0,"@petrasovdat @MatjazJazbar @mobile_de pri dnarju se vse konča, valda se ne bom pustila nategnit. sej bojo še druge prilike, nč bat :*"
0,0,"@edvardkadic Enkrat sem jo s klanca prtisnu na 140km/h ... vam povem, adrenalina je blo več, kot bi šel na bungge jumping! 😎"
1,1,@PortalPolitikis Aziatsko balkansko komunistični drek. Takšna golazen vlada v Sloveniji. Zahvalite se RKC in SDS: uspeva jima nemogoče.
1,4,"Medved varuje mejo in Slovenske gozdove pred Alahovo vojsko, srnjak pač ne. https://t.co/lbMsQ0G0rQ"
0,0,"Terorizem je zlo, ki jo je Občina Žužemberk od svoje ustanovitve leta 1998 prehodila, je zavidljiva in iskrene pohvale vredna."
1,1,@JoeBlack444 @BigWhale take papuče + sportske novosti. klasičen ata iz juge. ok papuče bi morale bit na črte.
0,0,"Vsepovsod se naconalno PREBUJA in obenem ZATIRA z starogardnimi sistemi,če ne drugače tudi z besedno in fizično represijo !"
0,0,Vse ta velike verske praznike v dela proste dni. Takoj pobuda v parlamentu za popolno enakost ver. https://t.co/mbYpqg8lmw
1,4,"@BernardBrscic Skesati se, moliti, deliti miloščino = pomeni: ""Če se spreobrnejo v islam in opravljajo verske dolžnosti."""
0,0,"In dajmo si zdaj predstavljat, da #den zadenejo ... ker ti dvoji bodo se penale streljali do jutra! #worldcup2018"
0,0,"@JoAnnaOfArT @blagovestGB Jaz svečke prižigam za še živeče, ker oni potrebujejo mir. Mrtvi so mrtvi, njim se ne da več pomagat."
1,2,"@RokBratina Rote podgane ne narajo naroda, himne, družine, samo če je pederska. So največji sovražnik in škodljivec naroda."
0,0,"@Agathung 😂 pa še hudo lačna mi ne deluje, to je bila le gesta prijaznosti do nesramneža, ki ji je na glavo metal brikete 😀"
0,0,Grelnik vode prav tako stavka. Očitno je nekaj narobe z elektriko v kuhinji.
0,0,@russhie @IrenaSirena Irena pa takoj pograbi kakšen antibakterijski sprej in mal pošprica okoli sebe. :)
0,0,@slovenskipanter Če bomo s tem priznali goljufijo na AS države #butale pol tud raj ne več hodit okol naših sodišč! 🙃
1,1,"@zeljko_novak le ti slovenci ki so šli v Nemčijo so v resnici čefurji z Slovenskim državljanstvom,ki razlagajo okoli da so Slovenci!!!!"
1,4,"Kdaj bo konec sprenevedanja? Terorističnih napadov ne izvajajo radikalizirani muslimani, ampak muslimani, ki Koran in Suno jemljejo resno!"
0,0,"@leaathenatabako Takšne gobe pa v našem gozdu rastejo.
Jeseni ob polni 🌕
#smrkci #smurfs"
0,0,"https://t.co/krvnXgR2GL
Novinarji hanzija se sramujejo @FLOTUS  . psihiatrična klinika postmoderne RS."
1,1,"Janša: 90% Nigerijcev hoče migrirati v Evropo.

Dejstvo: https://t.co/QN5wXZMlkc"
1,2,"To pisanje ni izključojoče predvsem za ločila, še _ je zraven. V praktični rabi, keri idioti_. https://t.co/dXHbWXUk9M"
1,1,"Nič ne bi moglo bolj razgaljati nemoči levičarsko boljševistične čefurske drhali, kot jo razgalja brutalnost nasilja, s katerim vladajo."
0,0,@JanezPogorelec @NovakBozidar @strankalevica @LukaMesec V žepe zasebnih zavarovalnic ne.
0,0,"Dobra stran Janše je, da je skoraj ves čas v opoziciji, slaba plat pa, da je ves čas v parlamentu."
0,0,"@anusmundi @savicdomen @SanjaLT kot da volis, sam da jo oddas prazno, pretrgano ali cez celo stran narises tica"
1,1,"@LottaS10 Integracija enostavno ni možna -dejstva to potrjujejo. Gre za preveč različne ""kulture"""
1,1,@PortalPolitikis Aziatsko balkansko komunistični drek. Takšna golazen vlada v Sloveniji. Zahvalite se RKC in SDS: uspeva jima nemogoče.
1,1,"Boga ni  je samo v praznih glavah državo so nam
ukradl  domovino nam uničujejo sipci pa zakaj
bi se sploh še boril."
1,1,"@indijanec Ja, umetna inteligenca nas lahko reši. Na naravno se pri Slovencih pač ne moremo zanašat."
0,0,"Napad v Londonu: več oseb zabodenih, napadalca ustrelila policija https://t.co/uZeiEYNZ64"
1,4,MI5: UK se sooča z doslej najhujšo teroristično grožnjo. Trenutno poteka več kot 500 preiskav zaradi terorizma. Islam je vera miru...
0,0,@mcanzutti @mojcav1 Kako da ne? Kazen je vrnitev nazaj od koder je migrant prišel. Kako pa bi jih ti kaznovala? Bi jim vzela gate in majico?
0,0,"Zjebala sm si trtico in ne morem sedet, stat ali lezat. In zdej grem na letalo. O boh"
0,0,@sivanosoroginja s takimi učki bi me strici nadlegovali...:D...raje puščam plešo in brado..:D
1,1,"@David70446655 ne vem, vidim cikle. pa zahodni svet smo samo majhen otoček pred poplavo neuke večine"
0,0,"@dragnslyr_ds @MajaBentura @rokomavh @list_novi @SpletnaMladina @had @ciro_ciril @vrhovno A hočeš reči, da so komunisti zavedni Slovenci?"
1,1,"@Bodem43 @MazzoVanKlein Investitor je posebej zahteval : ""brez delovne sile z druge strani Trojan"""
1,1,"@Skolobrinski @MarijaSoba Jasno, vse je v balkanskih genih-enkrat gnoj, vedno gnoj"
0,0,"@BernetichD @lucijausaj Ne bi šlo, ta folk nima fantazije kot so jo imeli že neandertalci."
0,0,"novinarji španske javne TV so se na TW pritoževali nad ""manipulativnim"" poročanjem TVE https://t.co/MHFSj4McsI"
1,4,ALAH AKBAR je zavpil pobožni musliman in se razstrelil https://t.co/JmBR6i2Bg0
0,0,@vinkovasle1 @oscarstarejsi To je bilo verjetno v oštariji po sedmih vodkah.
0,0,"@AnaOstricki Lahko tebi, ko maš muce ... pri #kuža je to zahteven proces 😉😁
""Oblači fsrane cote za sprehod"""
0,0,Umetna inteligenca v finančni industriji: Pametni denar https://t.co/w2sOKHagJJ
1,3,"@Daj_Manj Političarke nimajo okusa. One so zadovoljne z fejki guess, CK in MK. 😅🤣"
1,3,@shyam2001 A Slov. leta v večernih oblekah previjajo pokakane ritke in si lakirajo nohte tik pred odhodom in že v plašču? 🙈
0,0,"@petrasovdat @MajaMakovec @vladaRS bohved koliko nas je stal izlet 200 posvečenih v Istanbul, pa še taboljše karte so dobil"
0,0,"@annianni246 @Matej_Klaric @_zvaniCrni @zaslovenijo2 @lustratorr ukradeni telefon, mož od profesorice ... in takšne travme mi rešujemo?"
0,0,@KarolinaSemJaz Pa naj nekdo policijo poklice ali inšpektorje pokliče glupsoni ljubljanski na sam tu jokat
0,0,GOSTILNA: Tilen in Žiga drug drugemu: Ti si katastrofa! http://t.co/bneqxUjQeR
1,2,"Če ste se spraševali, kaj pomeni +P v kratici LGBT+P, vam ta degeneriranec pojasni vse. Pedofilija. 🤮 https://t.co/1xYEv9Bu0p"
0,0,"Kupon za popust pri naslednjem nakupu je zame povsem nekoristen, ker ga v odločilnem trenutku pozabim potegniti na plano."
1,1,"ti indijci so total odpuleni seksualni manjaki!!! nič drugačni od ilegalcev, ki drvijo v evropo https://t.co/j5KH6IOcbi"
1,1,"@JanLievJ @Pertinacal @had @BernardBrscic Ne. X, Y, Q ostanejo. Niso čefurski. Kaj tle ni jasno?"
0,0,"Da ne bi kultura bivanja trpela, moram zakurblat sesalnik in spucat brlog. #nidruge"
1,1,Sem rasist in ne priznavam zamorcem polnega članstva v človeški rasi. Konec! https://t.co/Xphqh64I58
0,0,"@megafotr @JadrolinijaF Pa si cakal 90 minut al si bral vozni red? Ker v peak season je skoraj vedno se kaksen vmes, ker so itak nafilani..."
1,4,@GetrudaNivelska Sori. Zakaj pa naj bi ga nosile nemuslimanke. One naj ih nosijo me pa ne . Pa kaj  so čist zblojeni....
0,0,"@Pizama @savicdomen Vsaj demostracije zdaj bodo samo še ene, pa fašistov in zombijev bo manj..."
1,1,Slovenci smo se dolga leta borili za svoj jezik. Potem pa nam čefurska novinarka na @KanalA_tv NA KOŠARKI pokvari naš obstoj
1,1,@MatevzNovak Z bajoneti jih bomo pričakali! Domači izdajalci pa bodo viseli!
0,0,"@FrancHimelrajh Olala...Franc si je oddih privoščil 👏
Lepo, uživaj in daj možgane na off, baterija se tako bolje napolni 😉"
1,1,"@Nebodigatreba2 @Millavzz Švedi,  ki jih je v DUTB nagonil Šircelj so Sloveniji naredili več škode kot vsi čefurji."
0,0,"Otroci rišejo, kar so doživeli, saj so preveč travmatizirani, da bi govorili. #Rohingya https://t.co/egwIGW0cp6"
1,4,"@MatevzNovak Komunisti na vzhodu, fašisti na zahodu, musliči na jugu, taljenje ledu na severu. Zajebano:)"
1,4,Odin proti Alahu: Bo nordijski bog premagal islamskega v boju proti kulturi posilstev? https://t.co/hrpgfhFSVq via @Nova24TV
1,2,@Dnevnik_si Če skrajšam: Ana Brnabić je postala oče! Kako je lahko še kaj bolj absurdnega kot to?!
1,3,"Boj se ženske, ne pa kače. Za kače protistrup obstaja. https://t.co/5MyLeipvh9"
0,0,"Zaradi smug-a tviterašev ob fake novici o Faku otežkočena identifikacija ""javnosti"". Slaba vidljivost. #smugalert #pravičnjaki"
0,0,Jutri grem v Avstrijo po tavelko fasungo in skoraj praznim tankom. Dober občutek.😇
0,0,"KURD so so predali Kirkuk. Blokirani s strani TUR in IRN, si konflikta z IRK ne morejo privoščiti. Politični polom.  https://t.co/9XpW4Oamxj"
1,1,"Pa Ameri so užaljeni ker njim nič ne rata ...... pa so spet Rusi krivi....
 https://t.co/pv9M2weAEc"
0,0,"Vrlina politika je preračunljivost in iznajdljivost, žal pozabijo pa na moralo &amp; etiko. #politika #jebesenjimzanas"
1,3,"Je kaj novega v Kamniku?! 
...ŠARC baje nosi kovčke na traktor. Gresta z 'babo ŽABO', na dopust.😂😂😂?"
1,1,@roman8148 @MzeeMbaya @galar Ti je rdeča nit padla v varikino? Pogovarjamo se o zaščitenem območju za čiste Slovence.
1,3,"@TinaKristan Seksizem...  Ženske uživajo v njihovem psihiranju,  pa nikome ništa."
1,1,"@Medeja_7 @R_Rakus Možno, da ni od rojstva. Verjetno gre za produkt dolgoletne kretenizacije Slovencev, ki očitno daje odlične rezultate."
1,1,"@prisrcna1 Uni, ki vdirajo k nam, se nam pa režijo zaradi takih budalaščin. In še prav imajo."
0,0,"Dramalj, 20 minut sprehoda do Crikvenice, odlično urejeni, lepi in moderni apartmaji, manj kot sto metrov od... http://t.co/QVjnW76ULp"
1,1,"@FattiBruti @MarkoSket ...lahk ga že prefukaš šmrkavca, a potem sledi ovadba s strani policije in krvno maščevanje šiptarjev..."
0,0,@ZmagoPlemeniti A nisi že v penziji? Tako poceni strašenje naredi več škode kot korist!
1,3,"@AnaZagozen @SDS_Ljubljana Uni esesovki v črni majci bi dovolu, da mi pofafa rit."
1,1,"Romi so v Evropi že 500 let pa se še niso integriral, sploh pri nas s tako sicialno politiko se jim nikakor ne splača."
0,0,"Pravkar butnal 4 penine, tak da podlaga za finale #ema2018 je narjena. Danes bo vse drugac!"
1,1,@BernardBrscic Če ti kaj ne paše pa idi od koder si pač prišel! Neki na ić nam ne bojo solili pameti!
0,0,"@LajnarEU Ja, ker ostali kandidati poleg splošnih floskul prodajajo še nasmehe. #prazno in porazno"
0,0,"@Val202 V orlovo gnezdo je priletel še naziv ""športnik tedna"". Bravo @peterprevc"
1,1,"@osamelec @tokk93 Sam se tale se manjka v cefurski Ljubljani, konkurenca trubacem. Zupanović bi bil vesel"
0,0,"To so kraji, kjer se bo Piratska ekipa še oglasila.

https://t.co/8mYkzNZesA https://t.co/LohUPlNBBH"
0,0,"Še  mal pa dobimo tehnične preglede, vozniške izpite in vse ostale neumnosti za skiroje"
0,0,"""Bergant kot UDBA-ški zasliševalec"": Poglejte, kako je pristal na realnih tleh! | Nova24TV https://t.co/qV5GscPXwd"
1,1,"@Nova24TV @Razbyak Zelo lepa in zelo realna slika. Sam kaj nam slovencljem to pomaga, če dopuščamo komedijo; narod hlapcev od karantanije."
1,4,@jolandab88 @JozeBiscak Romi niso muslimani in je njihova nadležnost drugačna kot fanatizem musličev. Cigani ne mečejo gejev s streh.
0,0,"Spet tisti čas leta, ko se mi pregrevajo možgani in telo #izpitno #25stopinj"
1,1,@Leon48303573 @JanezMeznarec @Nova24TV Da smo Slovenci butasti in to ciramo.
1,3,"Zakaj moški več prdimo kot ženske?
Ker ženska nea more bit tak dolgo tiho, da bi se notri pritisk nabral.

Krif sem, FB-ju sem fkral."
0,0,"@tasosedova @Urskitka Ja pa ja, naslednji dan imaš pa podočnjake in starikavo zgubano kožo, priznaj! Rabimo regenerativni spanec."
1,3,"@AllBriefs Ni čudno, da je zopet mejna kontrola med Slovenijo in Avstrijo, če ta ženska takšne klobasa...totalen prepih na podstrešju...🤔"
1,2,"Svet bo propadel, ker so v Madridu povsod te LGBT zastave. Do kdaj se?! #madrid https://t.co/eTWZLPOm1g"
1,1,"@vinkovasle1 @strankalevica Sicer pa, če jim tu ne paše, naj se vrnejo tja od koder so prišli!"
0,0,"Včeraj smo do polnoči pili cuba libre, nato pa rum kolo. Po polnoči standardi padejo..."
1,4,"@RibicTine @Margu501 Če bi bil islam manj perverzna vera, bi pederajse med svojimi že zdavnaj izkoreninili....pa?"
0,0,Mladenči zdaj se pije zdravljica vaša vi naš up Ljubezni domačije vsi naj si v roke sežejo ki utopi vse skrbi ne vrag le sosed bo mejak
1,4,"Marionete trdolevičarskih vlad se niti ne zavedajo, da te dni sejejo seme slovenskih džihadističnih nebes https://t.co/fyafNiHgIP"
1,1,"@rtvslo AM jih je dovolj uvozila, le naj jih rekrutira. Saj nič hudega če bodo drugačne barve. Za kanon futer je vse dobro."
1,4,"Šarc je šel na izlet k mohamedancem, a danes ni bilo nobene gošarske orgije pri nas🤔"
0,0,@slovenskivitez ... a da jim ne gre skupaj? Meni se pa zdijo takó podobni. Čudno.
1,3,"@DesaLevstek @Tevilevi @RTV_Slovenija To kar se za žensko ne spodobi, če sploh si ženska."
0,0,"@karmenca1 @DZnid No, ja s Trstelja so v tisti jutranji svetlobi zgledali na frišno pobeljeni...  😇
#mybad"
0,0,"Da si bodo ženske spet upale v fitnes in v kino ter na klepet s prijateljicami. Podpiram!
https://t.co/NHr0wfOnvo"
0,0,"@polikarbonat @KatarinaJenko A. Ja. No v tem primeru pa pardon, vzamem nazaj. Ps: to ni vrtičkarsko, nego kmetavzarsko."
0,0,"@tekvsakdan Če nimam tolk mišic, da z ostalo pakungo hrane še to prinesem peš domov. 😂"
1,1,@KashaVrela @Alex4aleksandra Ta pa je oborožena. Vsi Nemci (pardon Arabci)  bi popadali.
1,1,"@illegall_blonde Ko ti to isto reče kak Busanc, ga steraš v tri krasne, lažnivca potrebnega. :)"
0,0,"Valentinčič: Pobeg zapornikov je klofuta za cel zapor, grem v penzijo  #vŽivo https://t.co/reS0HpJrUX"
1,3,"@toplovodar @Val202 Lepe morajo biti ženske, poceni bencin ter staro vino! Eh, kr nekaj!"
1,1,Srbi razdvajajo Hrvate in Slovence in to po naročilu! #butn https://t.co/mN1vBvPhE0
0,0,"@LeskovecNot pa prekleto, no, kaj so spet nek butast update stisnili na MS, da se tako zatika računalnik. pisati bi moralo evtanazija"
1,4,"Muslimani so invazivci.
Najprej se delajo da so revčki, potem pa zavzamejo vse. https://t.co/178RMJlyCg"
0,0,"Spijeva celo buteljko, ampak ni videla, da sem ji sproti točila, in je bila prepričana, da je spila samo en kozarec 😂😂"
1,4,"🤣🤣🤣

pri @dolcegabbana dobiš torbico in #mačeto z ročajem, ki paše k torbici in gumbom, ki zažrgoli #fuk_islam ‼️ https://t.co/AK09XvhNVY"
1,4,Islam je izrojena vera skupaj z izrojenim bogom in izrojenim prerokom. Pedofilom https://t.co/mToHvkC016
1,1,"@PohorjeZa @BojanPozar To je povsem logična poteza.
Hiša cigana, ki ima za soseda zdravnika je več vredna kot zdravnikova."
1,3,"@RobertSifrer Te tete so ene 20 let prepozne s svojo prijavo, spet bi rade zaslužile. Takih pokvarjenih babur je ogromno."
0,0,@FPlevnik @RevijaReporter Franc ne razumeš. Ona je na dolžnosti. Vaške straže!
1,3,"Tiste, ki jamrate nad enim moškim in sobivanjem z njim, globoko vdihnite in bodite hvaležne, da nimate treh v radiju kihca."
0,0,"Škoda, ker je Primorje mal zamudilo s ponudbo Kotniku, ker fantina je klasa. #maribor"
1,1,Celo v zagamanem Beogradu ponoreli zaradi prepovedi splava. #abortus #splav #donava
0,0,"@Thomismus @KatarinaJenko Prvo te dajo na listi. Mene pa moji postrani gledajo. Do daj, stisni blok."
1,4,Mussomeli: Od nekdaj sem menil da bi morale ZDA in Rusija bolj sodelovati. Prava grožnja zahodni civilizaciji je namreč islamski ekstremizem
0,0,"@LahovnikMatej Naj z interpelacijo pocakajo do volitev. Takrat bo Soltes, ko ne bo izvoljen v EP,  koncno na voljo za prevzem stranke."
1,1,"@mihamale No, v Izoli ga hitro poučijo, da tisto niso cigani, temveč šiptarji, ki počasi toda vztrajno že prevzemajo ribiško mesto!"
1,3,@mat3ja take reči opazite le ženske. moški tega ne bo opazil. opazil pa bo skladnost in chicq moment :)
1,1,Izdajalci so izdajalci s histerični starimi semiti ali brez njih. https://t.co/TlVdTGGOYq
0,0,"Lazio in Milan, od outsiderjev do najvišjih mest #fuzbal #nogomet #ligaprvakov - http://t.co/3Pu2GybMMl"
0,0,"@mat3ja Kako je? Js jo gledam že ene dve leti, samo mam občutljive dlesni pa ne bi rad masakra v ustih 🤷‍♂️"
0,0,"@PGantar In kako naj bo človek osveščen kupec, in predvsem komu in kako sploh lahko zaupaš. Jaz sem čisto zbegan."
0,0,"@Bojana61654450 220.000 volivcev SDS je unicenih, zatolcenih, ostali pac uzivajo v zatiranosti!"
0,0,"Preberite si, koliko delodajalca stane delo prek študentske napotnice: https://t.co/KFY79EUIT2 https://t.co/8WqVSZosaO"
0,0,"Za psičko sva zbrali komaj 28€.. Ji lahko ponudimo kaj več? Pobrskajte po albumu, veliko novih in lepih darovanih... https://t.co/HJjxvCTFF3"
1,4,Italijanska policija: Nekateri tihotapci migrantov nagnjeni k džihadizmu https://t.co/j1g9hPiyqf via @SiolNEWS
1,4,"Če bi gen. Rudolf vedel kaj mu bo v MB prinesel škilasti vstajnik pod klobukom, bi prestopil na A stran, vsaj burk MB ne bi gledali 2017!!!"
1,4,"uro snamejo,...te slečejo... A hodijo na tečaj v muslimanski center??? https://t.co/Y5ipLX2xjY"
0,0,"Moja supermoč je, da rešujem uboge napol umrle raznorazne rastlinice, ki jih po raznih trgovskih centrih prodajajo za sitne pare. 💪😁😁"
1,3,@suzana_suzy17 @zvabster Kak pa sploh pol ves da je tecn😂😂😂 to lahko sam baba izusti
1,3,kaj je ta baba pokvarjena ....a pride vse na svoje prej al slej ...https://t.co/0RESRbLqCw
0,0,"Dečko, ajde oladi.
Daj, daj, kavo daj.
Dečko, ajde oladi.
Potem odpeljem te v raj. 🎼🎶🎼
poredne #kafetarime"
1,1,"Šp. ""kralj""  grozi Kataloncem, kot je nam beograd in zdi se, da balkanske, kot španske finte niso vredne niti ene šiptarske kepice sladoleda"
1,3,"Biščaki so predvsem posledica zanikrne zakonodaje, šele potem ničvrednih mater."
1,1,Glede na njihova goreča prizadevanja bomo v DZ kmalu imeli več pravih zamorcev in Muratov. https://t.co/ueX6YOrxQ7
1,3,"Če si pobarvamo lase, moški niti ne opazijo, če pa le malo opraskamo branik, priletijo iz fleta v gatah. Čudna so pota moških 😊"
0,0,"@VaneGosnik Magni pa sta jih plačala z 28 milijoni EUR subvencij iz našega davkoplačevalskega žepa!

😣😡😤 https://t.co/uh7TOkCbff"
1,1,"@vorancvogel @luka7doncic @Delo Vora, čapac je Slovenec, ki pleja, da je čefur. Dončić je čefur. 🙄 Jao, vi, Slovenci."
1,1,@pikapolonica23 @marjanpodlogar @AlexNotfake saj #mojškra je bila tud samo za #čefuraj dobra😉
1,1,"@BozidarBiscan @LeskovecNot Kapital..., hm, kaj pa, če ju rukne en kapitalni zamorc? #temeidileme"
1,4,Oni v imenu boga pocnejo tudi cel kup sranja po svetu .... https://t.co/ruN59o1u9n
1,3,"lasni podaljski, umetne joske, podaljsane trepalnice, narisane obrvi, posenčen nos pa #nomakeup"
1,2,"@BernardBrscic Totalna pederska analferker moda, katera je še celo za buzarante nenosljiva. Dolfe je imel rešitev za take deviacije."
1,1,"@crico111 So infantilni. Za pnmožno šolo. Kako lahko sploh ekstirajo, v bližini moje drage Slovenije?"
0,0,"Direktor mestne uprave Boris Železnik zapušča Arsenovića
https://t.co/P6dL4YjHUP https://t.co/o2OV8SKVk2"
0,0,"@BojanPozar Bojan, nova naloga - politični odstrel AB. Edino ti znaš in zmoreš!"
1,3,"@lenci53 @LjudmilaNovak Zagotovo si stara, tako nisi ogrozena kot zenska !!!"
0,0,"@DanielKalan Verjamem. Pa italijanskim gurmanom tudi. Ker če ne bi bilo povpraševanja, bi bila tudi ponudba bolj kilava."
0,0,"@rtztim @MadmSlo @JozeMozina Še več, zoki je zrihtu vodo, toplo vodo, elektriko, vrtec😍
Tako VOLivec iz Šiške😂😋"
1,1,če nimaš doma najmanj 5 mohamedancev in jih ne vzdržuješ na svoje stroške potem se nimaš kaj oglašat https://t.co/MJOzYgbiHC
0,0,Pravkar igram igro Biathlon Mania. Pridruži se in me poskusi premagati! https://t.co/pVZjxanZdp
0,0,"Miro Cerar je pravkar prostodušno izjavil, da je prizadet.Nič novega, to že dolgo vemo!"
0,0,"@p_palsonia Ne vem, kako si pa naši nebesa predstavljajo. Kot dolgcajt najbrž."
1,1,"@markobandelli @dreychee Bandelli kot makaronar, kažeš, da tije fašizem bliže kot SDS"
1,4,Tole naredi 200+ let nebrzdanega verskega pranja možganov. https://t.co/rriOugayon
1,1,"@miro5ek @Demokracija1 @JanezLenarcic Zamorci bojo kavsal, Evropejci pa delali do sladke smrti."
0,0,Na dražbi so poslovni prostori v Mariboru &gt;&gt;&gt; http://t.co/Jfd1hZAP8e #dražbe #nepremičnine
1,3,"Ti si ena trač baba,kdo ti pa še kaj verjame.Barvaj jajca šarcu. https://t.co/5LyBDAuSaE"
0,0,"@PrometejDD @pengovsky @amrevlje @Trdosrcnez Ja, točno to. ZDA lahko s takimi blokadami, samo še pospešijo zadeve."
0,0,"Prav nič jih ni sram, bolj jih skrbi lastna podoba, ki so si jo stem umazali. https://t.co/mgu8k41c47"
1,2,"@MitjaBlazic Mladi zmaji...heh, a ni prav en od njih pospremil na oni svet nekega promiskuitetnega tica?!"
0,0,"@Z3MQP Maziljene svete Ponve se ne meče. Smo pa upoštevali želje in bodo sodniki dobili diarejo po volji Zvona.
Bong"
1,4,Neuspela islamska integracija grožnja Sloveniji? Napovedovanje muslimanske države in smrtne grožnje presegajo meje https://t.co/X3DBZ9yW8D
1,4,@GPreac Vse to pa bodo nadgradili muslimani z islamom in opravičevalci (nemuslimani) islama.
