title,hatespeech,subtype,text
States moving to restore work requirements for food stamp recipients,0,-1,Not true. Very difficult to get SSI. Try it.
States moving to restore work requirements for food stamp recipients,1,-1,The baby mamma is the chief recipient of food stamps.
States moving to restore work requirements for food stamp recipients,1,-1,"No.....too many of them are single mothers with multiple kids by multiple baby daddies, milking the system for all it's worth. I know. I have several welfare queens as patients."
States moving to restore work requirements for food stamp recipients,0,-1,Offer family planning!
States moving to restore work requirements for food stamp recipients,1,-1,"doesn't work, i can't even count the number of times i've heard people say they don't care if they get pregnant again or have another kid, that's just a pay raise to them."
States moving to restore work requirements for food stamp recipients,0,-1,Not my experience. With family planning the average Welfare family went from 4 to 2 kids.
States moving to restore work requirements for food stamp recipients,1,-1,"all i'm saying is i physically hear that all the time. I don't really care if you believe it or not because it doesn't change the fact it is truth so i'm not going to argue the point with you. Also, I'm not saying that what you just said isn't true either but I'd be willing to bet that for every person who attends family planning sessions because they want to improve themselves there's 20 who have no desire to do so and just want to milk the system."
States moving to restore work requirements for food stamp recipients,0,-1,"Welfare workers used to take family planning kits on home visits, refer for tubos, and well received. Then the religious nuts stopped that"
States moving to restore work requirements for food stamp recipients,0,-1,LMAO! And you seriously believe that?
States moving to restore work requirements for food stamp recipients,0,-1,Yes. Dummie. Do some research
States moving to restore work requirements for food stamp recipients,0,-1,"Oh, is that why the govt., who typically slants numbers in their favor, reports billions in fraud? Huh, where is the fraud coming from? Your adult toy purchases?"
States moving to restore work requirements for food stamp recipients,1,-1,"When I was a growing up, food stamps were for families that went through some kind of horrible disaster - usually widows who suddenly lost their husbands. Today food stamps are given out indiscriminately. Even illegals found ways to get free food- at tax payer's expense."
States moving to restore work requirements for food stamp recipients,0,-1,Never was that
States moving to restore work requirements for food stamp recipients,0,-1,yeh okay! You're prob on welfare right now.
States moving to restore work requirements for food stamp recipients,0,-1,"Put them to work cleaning the streets, getting rid of graffiti, improving landscaping."
States moving to restore work requirements for food stamp recipients,0,-1,Russell Wanna fix our crumbling roads? Put some of these people (those capable) to work.
States moving to restore work requirements for food stamp recipients,0,-1,It is a Dept. Of Agriculture program to move their products
States moving to restore work requirements for food stamp recipients,0,-1,Obama is out to make slaves of the working class which I presume is predominantly white.
States moving to restore work requirements for food stamp recipients,0,-1,Russell Should have been required all along.
States moving to restore work requirements for food stamp recipients,0,-1,Mabee some of these people need to eat out of garbage cans .like I did because they refused to give me food stamps because I was single
States moving to restore work requirements for food stamp recipients,1,-1,You should find yourself a baby mamma or two......make a few out of wedlock babies....get custody of them. Then you can get some food stamps!
States moving to restore work requirements for food stamp recipients,0,-1,"S. @mastersundholm I got laid off from my job last December. I was making $87,000 a year and my wife only makes $32,000. I tried to go for unemployment in Pennsylvania and was declined because I made too much money. They seriously denied me unemployment because I made too much money at what was my previous job. They said I had to wait 3 months before I would qualify!!! I told them I have no income the day after my last day at work. They still did not care. Getting laid off in December is the worst month to get laid off in. Took me two months to find a job that is making what I was previously. Now because I could not qualify for unemployment I did pick up side jobs with a family member that did residential electrical work. Otherwise my bills would have defaulted."
States moving to restore work requirements for food stamp recipients,0,-1,S. @mastersundholm Saddened by your testimonial. This is the unfortunate world created by this narcissist in office! The system is broke and helping only those he believes need help...
States moving to restore work requirements for food stamp recipients,1,-1,Just remember no trabjo no cervesa
States moving to restore work requirements for food stamp recipients,1,-1,Abolish the IRS & have a consumption tax - Freloaders and the 49% of us that actually work would pay the same. I would get behind that.
States moving to restore work requirements for food stamp recipients,0,-1,But then Trump would have to pay taxes
States moving to restore work requirements for food stamp recipients,0,-1,That sounds like a win win then right? Trump 2016 & 2020!!!
States moving to restore work requirements for food stamp recipients,0,-1,regardless of whatever taxes he may be able to avoid.......sales tax isn't one of them. Unless of course he is buying something in a state that doesn't have one.
States moving to restore work requirements for food stamp recipients,1,-1,"I would bet Obama or Hillary would overide any attempt at drug testing and a work program. This is their voters. Only Trump can get us out of this mess right now. Thing is, you can only spend other people's money for so long....when it runs out there will be riots. Plan accordingly... With all of the Middle Eastern Terrorist (99% are on all forms of welfare) that Obama is bringing in to finish his job as the Manchurian Canidate -Cash flow will dry up or one of them detonates a dirty bomb in a pledge to Allah."
States moving to restore work requirements for food stamp recipients,0,-1,"If I have to work then people who want to spend my tax money should have to work also. There needs to be a big incentive to work like, ""no benefits for you""."
States moving to restore work requirements for food stamp recipients,1,-1,make 'em work on farms and take the jobs from illegals.
States moving to restore work requirements for food stamp recipients,1,-1,Start drug testing these lazy moochers
States moving to restore work requirements for food stamp recipients,0,-1,Drug test our Federal and State politicians first.
States moving to restore work requirements for food stamp recipients,1,-1,"Stop welfare after eighteen months and provide for those that exceed eighteen months with a facility that prove food ,shelter and medical in army type three story barracks.The residents would be responsible to work in the kitchen ,laundry ,child care center and cleaning. Courses would be available to teach a skill or trade.."
States moving to restore work requirements for food stamp recipients,1,-1,"they bring in thousands of illegals, give them most of the jobs that are left, give them free healthcare and food stamps, in the meantime cut the American citizens food stamps, great plan by the clintons......................."
States moving to restore work requirements for food stamp recipients,0,-1,"Won't last. Once the ""single mother"" pressures start, it will be forgotten. Nice try though."
States moving to restore work requirements for food stamp recipients,1,-1,"I do not want anyone's children or the elderly to go hungry .... But just days ago I stood in line at a grocery store while a fit & trim young couple with expensive haircuts & wearing Nike & Uggs clothing filled a cart with the most expensive gourmet foods, Talenti ice cream, soda pop, steak & cookies ( no cheese eggs chicken vegetables or milk) & paid over $100 with an EBT ( food stamps card)! On my dime as a taxpayer. I have been working since 1965. I used food stamps once for 3 months to feed my child while I looked for a new job in 1971. But it had limits & you could not buy frivolous junk food. Too many of the current EBT users are able bodied spoiled people who could & should pay their own way. I think we need better screening and their should be a limited list of what they can purchase with EBT cards. Fruit vegetables beans eggs & milk etc. From a nurse in Oregon."
States moving to restore work requirements for food stamp recipients,0,-1,"Nurse, I had the same experience many years ago. The expensively dressed woman in front of me had a buggy full of steaks, pork chops, roasts, and premium ice cream, and she paid with ""food stamps."" I was a teacher and my husband was employed by a bank. I was buying ground beef for casseroles and ""ice milk"" (remember that?) for my two-year-old's birthday party. I witness this much more often now. Since Obama claims unemployment is so low now, why can't counties and states partner with businesses to trade EBT cards for temporary work or day jobs, or something on that order? It's gotten ridiculous."
States moving to restore work requirements for food stamp recipients,0,-1,"I am a current recipient of food stamps. I agree that people who are able to work should work while on public assistance. I think we need to fix our economy first though. I have been unemployed for the past 9 years. I have applied to thousands of jobs over the past 9 years and still have nothing to show for it. Out of the thousands of jobs I have applied for, I have only been called in for an interview half a dozen times. I have a bachelors degree and yet no one will hire me!"
States moving to restore work requirements for food stamp recipients,0,-1,"Do volunteer work. If you do a good job and let people know that you are looking for a job, you will get a job offer from one of the business owners that are supporting that charity. Another approach is to get work as a temporary through a ""temp"" agency. Many ""temps"" do a good job and are offered regular employment at a company that uses temp agencies. If you follow either of these paths, work hard and get along with your fellow workers, you will get regular employment."
States moving to restore work requirements for food stamp recipients,1,-1,I wish you luck in the future. You strike me as someone who does not want to be on food stamps. That is not always the case with many welfare recipients.
States moving to restore work requirements for food stamp recipients,0,-1,Keep in mind that one of the largest block receivers of food stamps are people who work for WalMart. Full time!
States moving to restore work requirements for food stamp recipients,0,-1,"Absolutely. Whether they have children or not! Plenty of people with children work to buy their food, so why should not the ones getting food for ""free"" have to work for it! And those in public housing, getting free electricity, cell phones, etc. should also have to work. If nothing else, there is plenty of litter along the highways to pick up."
States moving to restore work requirements for food stamp recipients,0,-1,"I was on welfare and incapable of working at one time but signed up for a few hours volunteer work a couple of times a week. It made me feel that I 'gave back' as much as I was capable, and that I was actually still engaged with life, with people, that I could offer something needed, even as I was in need. I was very appreciate of having the help available until I could get back on my feet but a 'welfare life' deforms your spirit, if its not already deformed enough to find that life acceptable. The essentials of power, transport, etc are so expensive, and the knockbacks so demoralising and the eventual inertia so debilitating, that sometimes you sink into despondency. If eligable welfare recipients were matched up with something they could align to personally ( I worked at a farm and an emergency relief food outlet , both which I liked), i could see it working for all concerned. Unfortunately, I could see this becoming an almost work-for - the-state situation and taken to its end-point, that gives me the heebie jeebies."
States moving to restore work requirements for food stamp recipients,0,-1,"and your experience is exactly what welfare should be. Temporary, empowering. it is depressing being unemployed. working those hours not only give back to the economy, they do wonders for your self esteem and help you back into the work force. these free loaders that use welfare as a way of life as they work under the table are the real problem, and under obama it seems that the handouts have gotten out of control. turning into a welfare state."
States moving to restore work requirements for food stamp recipients,0,-1,I don't agree and I don't believe you.
States moving to restore work requirements for food stamp recipients,1,-1,I personally know people who get $800+ in food stamps claiming children who do not live with them. They sell them for cash drugs liquor and cigarettes. They sleep all day and party all night. Then their are those who are actually trying to get ahead that are denied any benefits or less than $100 a month help and working 2 to 3 jobs. Need better screening and follow up inspections.
States moving to restore work requirements for food stamp recipients,0,-1,"If you have children that are school age, recipients can still work a bit or volunteer."
States moving to restore work requirements for food stamp recipients,0,-1,"The LOVE on this site for Jesus is overwhelming. All this we should help the poor get back on their feet, how we should feed them like Jesus fed five thousand. How Jesus Christ nailed to the cross, asked his father to forgive those for they know no better. Yea. There's a lot of love here."
States moving to restore work requirements for food stamp recipients,0,-1,um... more of an economic and policy discussion than a jesus discussion. :)
States moving to restore work requirements for food stamp recipients,1,-1,"Novelist, I don't believe that Jesus would agree that able-bodied people should be allowed to steal from others rather than work. We are NOT talking about those who truly need help. Most of us would gladly help those who truly need it."
States moving to restore work requirements for food stamp recipients,0,-1,Holt @Novelist56 Maybe you should read Second Thessalonians 3:10.
States moving to restore work requirements for food stamp recipients,1,-1,"most people seem to forget that food stamps are a gift,other people have to work harder to allow the state to give them...and why is anybody on food stamps obese,this is a slap in the face to any tax payer."
States moving to restore work requirements for food stamp recipients,0,-1,Gee Mr Obvious...I never made the connection...you're a lifesaver!
States moving to restore work requirements for food stamp recipients,0,-1,Food stamps can not buy booze or cigarettes or lottery tickets so the recipients are allowed to get cash back to purchase those items in Obama's Name of course
States moving to restore work requirements for food stamp recipients,0,-1,Or the scammers illegally try to sell them. In CA they are good at fast food restaurants.
States moving to restore work requirements for food stamp recipients,1,-1,Most sell them to other fambly that pay 50 cents on a dollar. That money is then used for weed and 24's
States moving to restore work requirements for food stamp recipients,0,-1,wrong it is all on e.b.t cards & I have read stories where they are used at casinos !
States moving to restore work requirements for food stamp recipients,1,-1,"Good. If I have to work for money and food then so should the leeches of society. Food stamps should really be eliminated totally. Then you'll see unemployment truly drop. If you have kids you can't afford, have no family or friends for help, and need the government to survive, you made poor choices and deserve to live with the consequences."
States moving to restore work requirements for food stamp recipients,0,-1,"There are those too disabled to work due to health conditions in which they are born. Should they be punished by only allowing extremely low income and no way of support?? Especially when family isn't around and they can't afford a home because they can't work?? No caregiver because they don't own a home? Even when they try and try again to get a job only to be stunted because they're sickness won't allow them to be ""reliable"" even if they're trying they're hardest?? There are always exceptions to the rule."
States moving to restore work requirements for food stamp recipients,0,-1,The story PLAINLY STATED that those who are DISABLED ARE EXEMPT.
States moving to restore work requirements for food stamp recipients,1,-1,"Unfortunately being too fat from eating like a pig is considered a disability,especially in the black community. I have never seen a skinny person using an EBT card. Not saying skinny ones don't exist,I just have never seen one."
States moving to restore work requirements for food stamp recipients,1,-1,there are always bullets !
States moving to restore work requirements for food stamp recipients,1,-1,We should have picked our own da*n cotton.
States moving to restore work requirements for food stamp recipients,0,-1,my dad did for $1/100 lb sack
States moving to restore work requirements for food stamp recipients,0,-1,Maybe the politicians shouldn't be paid or even allowed to run for another term until the un employed/under employed are taken care of.
States moving to restore work requirements for food stamp recipients,1,-1,"Ahead of the ""illegals""?"
States moving to restore work requirements for food stamp recipients,0,-1,Another attack on Americas poor-> middle class. We need to overall the program but in a positive way requiring recipients complete food and health educational classes monthly to retain benefits while limiting what can be purchased. This program literally costs tax payers 1/10 a penny per year to fund yet provides many with food who need healthy options. It should be about changing bad habits and inter-generational adverse health conditions so that our health care costs go down due to people becoming more healthy.
States moving to restore work requirements for food stamp recipients,0,-1,Wow you are really misinformed
States moving to restore work requirements for food stamp recipients,0,-1,"You, like them, are misconceived."
States moving to restore work requirements for food stamp recipients,0,-1,"Give a man a fish, he eats for a day; teach him how to fish, he eats for a lifetime. Even the Bible says so - YOU MUST WORK TO EAT."
States moving to restore work requirements for food stamp recipients,0,-1,The Bible also says to help the poor.
States moving to restore work requirements for food stamp recipients,0,-1,and to stone the children that talk back... so....
States moving to restore work requirements for food stamp recipients,0,-1,Liberals are leaches........
Black Lives Matter must rescind anti-Israel declaration,1,1,"BLM is a terrorist organization funded by the left. As a prominent member of the left Alan, you should know this. So call all your Jewish friends like Soros and tell them to stop sending the checks. Good luck with that."
Black Lives Matter must rescind anti-Israel declaration,1,1,"There is a mistake in reporting right off the bat in this article: ""BLM which has done so much good in raising awareness of police abuses..."" SERIOUSLY? They became active with the JUSTIFIED officer shooting of Mike Brown. And since then every police shooting which they have used as excuses to riot, with the possible exception of 2 or 3, have been found to be JUSTIFIED. And the officers in those UNJUSTIFIED shootings have been convicted. Contrary to your statement, BLM has done tremendous damage to this country in numerous ways. A large segment of Blacks now believe it is socially acceptable to be openly racist, hostile, and aggressive towards random White people, while attacks and assaults on White elderly and helpless people is openly celebrated."
Black Lives Matter must rescind anti-Israel declaration,1,1,"OK i can fix this= all employers fire the ones who dont show up for work,ON THE DAY OF PROTEST =UH OH MISTAKE 96% OF THEM DONT WORK=WELAFAREHEATHCARE= FOODCARE=HOUSINGCARE="
Black Lives Matter must rescind anti-Israel declaration,1,1,BLM is a terrorist /hate group trying to masquerade as a help group for black america but their affiliations are questionable at best. SOROS is one of their major donors and that in itself should be enough to make them suspect.
Black Lives Matter must rescind anti-Israel declaration,1,1,Cicero Afro-Americans had better go to Africa to stand by their brothers there and to improve them in every field of human knowledge. Only in such a way Africans could progress. By themselves are not able. They look like as if they would be paralysed and deranged.
Black Lives Matter must rescind anti-Israel declaration,1,1,FBLM.
Black Lives Matter must rescind anti-Israel declaration,0,-1,"The racism in Israel against blacks, most noticeably Ethiopian Jews, is a travesty but it is no worse than any racial identity that is newly integrated into a society for all of human history. It certainly is not supported by any judicial or legislative body - as unfortunate as this is, it's on humanity as a species more than on Israel as a nation. Israel's treatment of it's Arab citizens on the other hand.... Still, the term genocide DOES NOT apply to any of this and is not a term that should be used lightly."
Black Lives Matter must rescind anti-Israel declaration,1,1,However the Palestinkian charter calls for the total elimination of the Jewish State (from the Jordan River to the Mediterranean Sea) and genocide of Jews.
Black Lives Matter must rescind anti-Israel declaration,1,1,"Cicero Black lives of peaceful citizens matter but black lives of bandits, villain , hooligans do count for nothing. They do not matter at all and police acts properly blowing them out."
Black Lives Matter must rescind anti-Israel declaration,1,1,"Cicero Black lives of murderers, criminals and rioters do not matter."
Black Lives Matter must rescind anti-Israel declaration,0,-1,"Please google ""Racism against Africans in Israel"". Israel police are slaughtering Blacks. Few know this, not even Black Lives Matter and most American Jews."
Black Lives Matter must rescind anti-Israel declaration,1,1,"But reverse racism is alive and well among BLM. Folks like you attacking Jews just cause they are Jews, and because of your jealousy. But self hatred is alive with BLM, burning down your own businesses and a gas station, no doubt owned by Muslims.."
Black Lives Matter must rescind anti-Israel declaration,0,-1,"There is racism in Israel like in every other country, but more reasonable that less... When the question of racism against Ethiopian Jews was raised, Israel proved its ability to fight it with the most effective and vigorous ways. I bet this problem will be solved before you will be capable to determine your self autonomously, and not in identification with your anti-semitic hate."
Black Lives Matter must rescind anti-Israel declaration,1,1,"But BLM being anti-white, anti-police, anti-truth, anti-civilized, anti-peace, anti-common sense is just fine eh? We tolerate all that but draw the line at the Jews? It's time for equal treatment."
Black Lives Matter must rescind anti-Israel declaration,0,-1,"Black Lives Matter is funded by George Soros, who has worked to eliminate Israel for decades. They'll do anything for his money."
Black Lives Matter must rescind anti-Israel declaration,0,-1,"Long live the Jewish State of Israel, with all the land it needs to be safe and secure and with its original, ancient, eternal, and undivided blessed capital city of Jerusalem."
Black Lives Matter must rescind anti-Israel declaration,0,-1,Not to get into a huge debate; but if there were any descendants of the people of Jericho - I wonder how they would feel about Israel's 'historic claim' to the land. According the bible; the ancient Hebrews slaughtered them wholesale so I guess its a moot point.
Black Lives Matter must rescind anti-Israel declaration,0,-1,Israel has as much right to the land that it sits on as America has or any other nation has to the lands that they sit on.
Black Lives Matter must rescind anti-Israel declaration,0,-1,"""As I urged you when I went into Macedonia, stay there in Ephesus so that you may command certain people not to teach false doctrines any longer or to devote themselves to myths and endless genealogies. Such things promote controversial speculations rather than advancing God's work--which is by faith."" ""It is not as though God's word had failed. For not all who are descended from Israel are Israel."" ""For they are not all Israel which are of Israel; neither because they are the seed of Abraham are they all children… but the children of promise are counted for the seed."""
Black Lives Matter must rescind anti-Israel declaration,0,-1,Where does Obama stand re: BLM and Israel?
Black Lives Matter must rescind anti-Israel declaration,0,-1,Is there anything Alan does not have an opinion about?
Black Lives Matter must rescind anti-Israel declaration,1,1,BLM is a Hate group Given Birth by Obama's comments That put a target on the backs of police officers
Black Lives Matter must rescind anti-Israel declaration,1,1,Black causes have become a played out joke........Sometimes it's a stereotype for a reason.
Black Lives Matter must rescind anti-Israel declaration,1,1,"Of course BLM hates Israel, they're a terrorist organization."
Black Lives Matter must rescind anti-Israel declaration,1,1,"Yes, BLM is a terrorist organization."
Black Lives Matter must rescind anti-Israel declaration,1,1,"The opinion of this person was invalidated in the first sentence, ""which has done so much good in raising awareness of police abuses"" . ""So much good"" are you kidding me? So much good at perpetuating racism, and conflict. Blocking roads and rioting and threatening people? Good? Tell ya what, if BLM wants my support, it needs to just go away. I support that. And of course, why Fox reprinted this crap from the boston globe is beyond me."
Black Lives Matter must rescind anti-Israel declaration,0,-1,"Hey, pass a law against cell phone videos and you will get your wish for this all to go away."
Black Lives Matter must rescind anti-Israel declaration,0,-1,If not for cell phones and body cams more cops might be unfairly out of a job or worse.
Black Lives Matter must rescind anti-Israel declaration,1,1,Why was it reprinted? Consider it a clue to the 'group' who controls the media.
Black Lives Matter must rescind anti-Israel declaration,1,1,"Dershowitz erred when he thought that Black Lives Matter was really dedicated to rooting out police abuses. Their goal was always attacks on whites, especially white cops, whether or not they abused blacks. They are a hate group. Eventually, hate groups get around to hating Jews."
Black Lives Matter must rescind anti-Israel declaration,0,-1,Its amazing how angry people get when they keep getting shot.
Black Lives Matter must rescind anti-Israel declaration,0,-1,Who funds BLM? Follow the money!
Black Lives Matter must rescind anti-Israel declaration,1,1,"I do not believe for one moment that police abuse black people. This lie has been repeated so much by politicians and media that it is now accepted as a fact. It is a lie! It is propaganda! This lie has created a dangerous situation that actually ""encourages"" Blacks to behave badly and not be held accountable for their actions. Police exist to protect and defend law-abiding citizens. Believe it or not, that sometimes requires them to fire their weapon to stop criminal maniacs who violently refuse to follow instructions to stand down and stop threatening harm either to the police, innocent citizens, property, or themselves. Blacks do not die more often than whites at the hands of law enforcement; that's a fact that has been proven."
Black Lives Matter must rescind anti-Israel declaration,1,1,"WELL SEE YOU ANSWERED YOUR OWN STATEMENT. ""NO DECENT PERSON"" NOT DECENT PERSONS MAKE UP ABOUT 95% OF THE SCUMBAGS IN THE BLM."
Black Lives Matter must rescind anti-Israel declaration,1,1,"If fear, riot, murder, racism and violence is in the repertoire of BLM, why is it not listed as a terrorist group? Why are its members not on the 'no fly' list? Why not pull any subsidies, scholarships, professional licenses, driving licenses or civil/military occupations from its member's hands?"
Black Lives Matter must rescind anti-Israel declaration,0,-1,Black Live Matter was just being sarcastic.
Black Lives Matter must rescind anti-Israel declaration,0,-1,Amen and Amen.
Black Lives Matter must rescind anti-Israel declaration,0,-1,BLACK OLIVES MATTER
Black Lives Matter must rescind anti-Israel declaration,1,1,"So these thugs are anti-semites. Gee, who would have guessed it."
Black Lives Matter must rescind anti-Israel declaration,0,-1,Why would Blacks support Israel? That's not even logical.
Black Lives Matter must rescind anti-Israel declaration,1,1,"Huh? Maybe because Jews have been even more pressed than blacks. Maybe because of a shared history of slavery. Maybe because American Jews were in the forefront of the civil rights movement. Maybe because Israel is the only democratic, law based country in the entire middle east."
Black Lives Matter must rescind anti-Israel declaration,1,1,"Like all good Americans, Dershowitz is deeply concerned when people attack Israel, a sure sign of anti-Semitism – or so he tells us. As a distinguished civil rights attorney, Dershowitz helped defend O J Simpson but he isn’t defending BLM when they have the audacity to go after Israel. And like all Americans nowadays, Dershowitz closely identifies with his chosen group of American born Israelis, BLM identifies with their chosen group of African Americans – if you’re a loyal American you must enlist in a group which despises other groups. Is this a great country or what?"
Black Lives Matter must rescind anti-Israel declaration,0,-1,"""But singling Israel out and falsely accusing it of “genocide” can be explained in no other way than blatant hatred of Jews and their state."" ROFL they send tanks roll over the bodies of new born babies, and it's not a genocide? (seen during the last incursion of Israel on europeanTV) take an aspirin dude and get the facts."
Black Lives Matter must rescind anti-Israel declaration,1,1,"Just mowing down future terrorist , Keep it up Israel !"
Black Lives Matter must rescind anti-Israel declaration,0,-1,"I may have misunderstood your comment to be supportive of Palestinians, re read and realized I misunderstood. My other comment is for those who support Palestinians"
Black Lives Matter must rescind anti-Israel declaration,0,-1,Anybody keeping score? Is every interest group now in conflict with at least one other group?
Black Lives Matter must rescind anti-Israel declaration,1,1,most BLM members or wanna be BLM members are Muslims anyway. Or worse liberals!!
Black Lives Matter must rescind anti-Israel declaration,0,-1,"The whole problem is all about racism and hate and you sir are obviously part of the problem! Just like savior Trump, you are very good at placing labels and placing blame, because YOU are part of the problem as well!"
Black Lives Matter must rescind anti-Israel declaration,0,-1,"Jaxtown, BLM is all about hate. And, to boot, they're dopes for calling out Israel. No other ethnic group has supported Black civil rights & freedom more than the Jewish people. I'm not Jewish but I can clearly see that."
Black Lives Matter must rescind anti-Israel declaration,0,-1,BLM is doing exactly what accuses others of doing. Hypocritical and disgraceful.
Black Lives Matter must rescind anti-Israel declaration,0,-1,BLM is doing exactly what accuses others of doing. Hypocritical and disgraceful.
Black Lives Matter must rescind anti-Israel declaration,1,1,Blacks in America are the fast growing population of anti-Semites in the US. Yes you can fact check it.
Black Lives Matter must rescind anti-Israel declaration,1,1,"Black Lives Matter movement has been racist from the ""Get go"". Racial hatred of Whites and White Cops is wide spread and well known everywhere where Black Lives Matter meet. The members belief that Blacks are being murdered by Cops at a unusually high rate is a false narrative. White people are killed far more by Cops. All Lives Matter! It comes as no surprise that some members hate Jews and Israel too. Just shows that fact that racism and racial hatred is very much alive in the Black Lives Matter movement. People should give the Black Lives Matter movement a double thumbs down and show your displeasure of them."
Black Lives Matter must rescind anti-Israel declaration,0,-1,"The terrorist nation of Israel illegally occupies large swaths of the West Bank in direct defiance of International law. Israel should only be approximately 1/3 of the size of what it currently occupies, this means 2/3 of their land is illegally occupied, which is a crime against humanity. Israel somehow managaes to have a worse record for crimes against humanity than even abhorrent places like Iran and Syria. Look it up the information is out there and none of it involves conspiracy nut jobs like Alex Jones."
Black Lives Matter must rescind anti-Israel declaration,0,-1,There is no international law against Israel holding the lands they captured in a defensive war. And your claim of a 'worse HR record' than the Arab despots is sheer nonsense. To think that people who can read and write can actually believe anything you've said is beyond comprehension.
Black Lives Matter must rescind anti-Israel declaration,1,1,"Perhaps so but the history of non-Jewish Semites, Muslims, Babylonians (Nebuchadnezzar) and assorted Middle Eastern tribes murdering Jews is long and bloody. But Israel is loyal only to those who defend Jewish interests (Cyrus the Great, a Persian) and violently opposed to those who don’t. Naturally, Israel has a strict immigration policy regarding Palestinians, Israel even built one of those hated Border Walls to keep their nation secure. Is Trump a Jewish name?"
Black Lives Matter must rescind anti-Israel declaration,1,1,Palestinkians have an even stricter policy against Jews. The Palestinkian charter calls for the total elimination of the Jewish state and the genocide of Jews.
Black Lives Matter must rescind anti-Israel declaration,1,1,Just like any other country we defend our interests and are loyal to those who support and defend our interests until this traitor-in-chief now occupying the White House.
Black Lives Matter must rescind anti-Israel declaration,1,1,Blah blah blah. Israel is the only civilized nation in the region to keep the unwashed masses at bay.
Black Lives Matter must rescind anti-Israel declaration,0,-1,"take that up with the UN, or Israel, keep all your self described righteous anger and hate in the Strip."
Black Lives Matter must rescind anti-Israel declaration,0,-1,I think they should go back to the 6 Day War boarders. Isn't that how most countries gained land through war?
Black Lives Matter must rescind anti-Israel declaration,0,-1,"disagree. They would not have that land if the other countries had not invaded first. Why does Israel have to give back land won during an invasion of their country? The United States is not being forced to give land back to England, France, Spain or Mexico"
Black Lives Matter must rescind anti-Israel declaration,1,1,Israel SHOULD be 10X the size to wipe terrorist muslims off the face of the earth.
Black Lives Matter must rescind anti-Israel declaration,0,-1,Uhh am i confusec because Israel was thwre first and has been attacked basically everyday since it was formed. What would you say if Mexico said we want our land back and started shooting rockets at us. Wonder how you would react if somebody you lived was knife to death because of who they were bet you would be singing a different tune. Its a dog eat dog world outside of your safe zone this is how it works yiu attack us we crush you and then take your land so you cant do it again
Black Lives Matter must rescind anti-Israel declaration,0,-1,Everything you just said is factually wrong. Go back in your hole!
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,That woman is an evil pos
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,It's too bad Charles Manson is no longer single; she's a good match.
Fury as feminist blames toddler alligator death on white 'entitlement',1,1,Man...That is one Goofball Looney Liberal...Probably worked with Barry as a Community Organizer in Chicongo...
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"Racism exists everywhere, even in the mouth of an alligator."
Fury as feminist blames toddler alligator death on white 'entitlement',1,1,"what a efen loon, but most femanazis are."
Fury as feminist blames toddler alligator death on white 'entitlement',1,1,ALL of them are.
Fury as feminist blames toddler alligator death on white 'entitlement',1,1,Why would anyone with more than two brain cells follow such a feminist loon? What she says isn't news. It should be privileged information -- notes in her psychiatrist's notebook at the asylum.
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,Sorry Charlie - alligators want kids that taste good not the parents that have good taste (or sense).
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"This is the face of the so-called ""progressive"" movement."
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,ug..ug..ly.
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"This is why the surgeon general states that smoking or drinking while pregnant is bad for an unborn child......this is what we get...brain damaged children.....I love how we now turn ""accidents"" into political social movements.....An accident is an undesirable incidental and unplanned event that could have been prevented had circumstances leading up to the accident been recognized"
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,Remember -- spay or neuter your millennials.
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"I'm sorry, but isn't this woman white? Let's face it, it's cool to to have an issue with white people. She is SO cool. I bet she just can't believe how utterly cool and accepted in all her social circles she really is. So it's not ""white privilage"" that needs to be stamped out . . .it's ""white I wanna be cool""."
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"Seems like she has more of a problem with ""white I wanna be dead""."
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,Feminism: When equality just isn't good enough for you anymore.
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,DEMS are such clueless and useless animals.
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"But please, you're insulting animals."
Fury as feminist blames toddler alligator death on white 'entitlement',0,-1,"When the black child fell into the gorilla cage ... and the gorilla was shot to save the boy ... many people signed a petition to have the mom prosecuted for failing to watch her child. Here an alligator eats a white child ... and there are signs everywhere telling people not to go in the water ... but there are no petitions being signed asking for the boy's dad to be prosecuted. That's the issue .... black people should be condemned ... white people are ""privileged"" and get a pass and sympathy. For those of you pretending it is otherwise... oh well, you can always be part of the problem instead of part of the solution."
